Name,Season,Team,wRC+
Bryce Harper,2015,WSN,197.0
Mike Trout,2015,LAA,171.0
Josh Donaldson,2015,TOR,154.0
Joey Votto,2015,CIN,174.0
Paul Goldschmidt,2015,ARI,163.0
A.J. Pollock,2015,ARI,131.0
Buster Posey,2015,SFG,135.0
Manny Machado,2015,BAL,135.0
Kris Bryant,2015,CHC,136.0
Lorenzo Cain,2015,KCR,128.0
Andrew McCutchen,2015,PIT,144.0
Francisco Cervelli,2015,PIT,117.0
Yoenis Cespedes,2015,- - -,135.0
Jason Heyward,2015,STL,121.0
Chris Davis,2015,BAL,149.0
Matt Carpenter,2015,STL,140.0
Curtis Granderson,2015,NYM,131.0
Jose Bautista,2015,TOR,148.0
Anthony Rizzo,2015,CHC,145.0
J.D. Martinez,2015,DET,136.0
Yasmani Grandal,2015,LAD,116.0
Nelson Cruz,2015,SEA,158.0
Mookie Betts,2015,BOS,120.0
Dee Strange-Gordon,2015,MIA,116.0
Miguel Cabrera,2015,DET,165.0
Xander Bogaerts,2015,BOS,111.0
Edwin Encarnacion,2015,TOR,150.0
Nolan Arenado,2015,COL,121.0
Jason Kipnis,2015,CLE,124.0
Russell Martin,2015,TOR,115.0
Jose Altuve,2015,HOU,124.0
Matt Duffy,2015,SFG,113.0
Todd Frazier,2015,CIN,116.0
Adrian Beltre,2015,TEX,109.0
Brandon Crawford,2015,SFG,113.0
Kevin Kiermaier,2015,TBR,97.0
Logan Forsythe,2015,TBR,125.0
Francisco Lindor,2015,CLE,126.0
David Peralta,2015,ARI,137.0
Justin Turner,2015,LAD,141.0
Brandon Belt,2015,SFG,132.0
George Springer,2015,HOU,133.0
Adam Eaton,2015,CHW,121.0
Ian Kinsler,2015,DET,110.0
Joe Panik,2015,SFG,135.0
Mike Moustakas,2015,KCR,123.0
Kyle Seager,2015,SEA,115.0
Evan Longoria,2015,TBR,109.0
Odubel Herrera,2015,PHI,111.0
Derek Norris,2015,SDP,98.0
Jung Ho Kang,2015,PIT,128.0
Kevin Pillar,2015,TOR,94.0
Giancarlo Stanton,2015,MIA,155.0
Michael Brantley,2015,CLE,133.0
Eric Hosmer,2015,KCR,124.0
Carlos Correa,2015,HOU,136.0
Shin-Soo Choo,2015,TEX,128.0
Travis d'Arnaud,2015,NYM,130.0
Justin Upton,2015,SDP,119.0
Adam Jones,2015,BAL,111.0
Martin Prado,2015,MIA,102.0
Jose Abreu,2015,CHW,131.0
Freddie Freeman,2015,ATL,132.0
Starling Marte,2015,PIT,115.0
Ryan Braun,2015,MIL,131.0
Lucas Duda,2015,NYM,132.0
Kole Calhoun,2015,LAA,103.0
Chris Coghlan,2015,CHC,113.0
Joc Pederson,2015,LAD,116.0
Miguel Montero,2015,CHC,107.0
Brian Dozier,2015,MIN,102.0
Didi Gregorius,2015,NYY,89.0
Andrelton Simmons,2015,ATL,81.0
Randal Grichuk,2015,STL,138.0
Adrian Gonzalez,2015,LAD,129.0
Ben Zobrist,2015,- - -,122.0
Dexter Fowler,2015,CHC,109.0
David Ortiz,2015,BOS,139.0
Mark Teixeira,2015,NYY,143.0
Colby Rasmus,2015,HOU,118.0
Danny Valencia,2015,- - -,135.0
Carlos Gonzalez,2015,COL,116.0
Andre Ethier,2015,LAD,137.0
Josh Reddick,2015,OAK,116.0
Robinson Cano,2015,SEA,116.0
Brian McCann,2015,NYY,106.0
Alex Rodriguez,2015,NYY,129.0
Alex Gordon,2015,KCR,122.0
Neil Walker,2015,PIT,106.0
Asdrubal Cabrera,2015,TBR,104.0
Trevor Plouffe,2015,MIN,100.0
Addison Russell,2015,CHC,90.0
Adeiny Hechavarria,2015,MIA,89.0
Charlie Blackmon,2015,COL,103.0
Rougned Odor,2015,TEX,107.0
Brett Gardner,2015,NYY,106.0
Brandon Phillips,2015,CIN,97.0
Kolten Wong,2015,STL,96.0
Jason Castro,2015,HOU,80.0
Christian Yelich,2015,MIA,120.0
Troy Tulowitzki,2015,- - -,101.0
Eddie Rosario,2015,MIN,97.0
Ender Inciarte,2015,ARI,100.0
Howie Kendrick,2015,LAD,109.0
Yadier Molina,2015,STL,81.0
Tyler Flowers,2015,CHW,81.0
Dustin Pedroia,2015,BOS,117.0
Yunel Escobar,2015,WSN,120.0
Ben Revere,2015,- - -,98.0
Mitch Moreland,2015,TEX,117.0
Daniel Murphy,2015,NYM,109.0
David Freese,2015,LAA,108.0
Carlos Gomez,2015,- - -,98.0
Gregory Polanco,2015,PIT,92.0
Kendrys Morales,2015,KCR,131.0
Carlos Santana,2015,CLE,107.0
Jhonny Peralta,2015,STL,105.0
Caleb Joseph,2015,BAL,88.0
Miguel Sano,2015,MIN,149.0
Prince Fielder,2015,TEX,125.0
Adam Lind,2015,MIL,120.0
Gregor Blanco,2015,SFG,117.0
Gerardo Parra,2015,- - -,109.0
Juan Uribe,2015,- - -,104.0
Cory Spangenberg,2015,SDP,105.0
Brock Holt,2015,BOS,99.0
Aaron Hicks,2015,MIN,96.0
Maikel Franco,2015,PHI,129.0
Jackie Bradley Jr.,2015,BOS,123.0
Brandon Guyer,2015,TBR,120.0
Eduardo Escobar,2015,MIN,101.0
DJ LeMahieu,2015,COL,91.0
Billy Burns,2015,OAK,102.0
Kyle Schwarber,2015,CHC,131.0
Carlos Beltran,2015,NYY,119.0
Stephen Vogt,2015,OAK,114.0
Seth Smith,2015,SEA,113.0
Yangervis Solarte,2015,SDP,109.0
Danny Espinosa,2015,WSN,93.0
Austin Jackson,2015,- - -,94.0
Elvis Andrus,2015,TEX,78.0
Jake Marisnick,2015,HOU,83.0
Wilmer Flores,2015,NYM,95.0
Andres Blanco,2015,PHI,137.0
Denard Span,2015,WSN,120.0
Albert Pujols,2015,LAA,114.0
Delino DeShields,2015,TEX,95.0
Jonathan Lucroy,2015,MIL,95.0
Chase Headley,2015,NYY,92.0
Freddy Galvis,2015,PHI,76.0
Marwin Gonzalez,2015,HOU,111.0
Yasiel Puig,2015,LAD,111.0
Luis Valbuena,2015,HOU,108.0
Marlon Byrd,2015,- - -,100.0
Steven Souza Jr.,2015,TBR,102.0
Jose Iglesias,2015,DET,97.0
Johnny Giavotella,2015,LAA,93.0
Marcell Ozuna,2015,MIA,92.0
Lonnie Chisenhall,2015,CLE,78.0
Alcides Escobar,2015,KCR,66.0
Chris Colabello,2015,TOR,143.0
Stephen Piscotty,2015,STL,134.0
Nick Markakis,2015,ATL,106.0
Jake Lamb,2015,ARI,91.0
Marcus Semien,2015,OAK,97.0
Ian Desmond,2015,WSN,83.0
Chris Iannetta,2015,LAA,78.0
Jonathan Schoop,2015,BAL,113.0
Mark Canha,2015,OAK,105.0
Brad Miller,2015,SEA,105.0
Josh Harrison,2015,PIT,98.0
Cameron Maybin,2015,ATL,93.0
Cesar Hernandez,2015,PHI,92.0
Ryan Goins,2015,TOR,85.0
Khris Davis,2015,MIL,122.0
Nick Hundley,2015,COL,105.0
Nori Aoki,2015,SFG,109.0
Billy Hamilton,2015,CIN,53.0
Mark Trumbo,2015,- - -,107.0
Aramis Ramirez,2015,- - -,93.0
Jed Lowrie,2015,HOU,95.0
Anthony Rendon,2015,WSN,97.0
Ruben Tejada,2015,NYM,94.0
Will Venable,2015,- - -,87.0
Jacoby Ellsbury,2015,NYY,83.0
Kevin Plawecki,2015,NYM,59.0
Martin Maldonado,2015,MIL,54.0
Wil Myers,2015,SDP,115.0
Matt Kemp,2015,SDP,109.0
Rajai Davis,2015,DET,100.0
Yonder Alonso,2015,SDP,110.0
Jace Peterson,2015,ATL,79.0
Nick Ahmed,2015,ARI,66.0
Matt Holliday,2015,STL,125.0
Ben Paulsen,2015,COL,99.0
A.J. Pierzynski,2015,ATL,111.0
Eugenio Suarez,2015,CIN,106.0
Alejandro De Aza,2015,- - -,105.0
Abraham Almonte,2015,- - -,95.0
Blake Swihart,2015,BOS,93.0
Brett Lawrie,2015,OAK,94.0
Scott Van Slyke,2015,LAD,95.0
Jedd Gyorko,2015,SDP,93.0
Erick Aybar,2015,LAA,78.0
Chris Young,2015,NYY,110.0
Ryan Zimmerman,2015,WSN,106.0
Robinson Chirinos,2015,TEX,106.0
Salvador Perez,2015,KCR,87.0
Justin Smoak,2015,TOR,108.0
Paulo Orlando,2015,KCR,89.0
Torii Hunter,2015,MIN,89.0
Jose Reyes,2015,- - -,81.0
Tucker Barnhart,2015,CIN,76.0
Leonys Martin,2015,TEX,52.0
Mike Zunino,2015,SEA,47.0
Derek Dietrich,2015,MIA,122.0
Clint Robinson,2015,WSN,114.0
Welington Castillo,2015,- - -,98.0
Anthony Gose,2015,DET,89.0
Starlin Castro,2015,CHC,79.0
Yan Gomes,2015,CLE,74.0
Juan Lagares,2015,NYM,79.0
Justin Bour,2015,MIA,119.0
Pedro Alvarez,2015,PIT,112.0
C.J. Cron,2015,LAA,104.0
Preston Tucker,2015,HOU,104.0
Nick Castellanos,2015,DET,94.0
Cameron Rupp,2015,PHI,81.0
Carlos Perez,2015,LAA,80.0
Jose Ramirez,2015,CLE,72.0
Brandon Moss,2015,- - -,93.0
Stephen Drew,2015,NYY,76.0
Jimmy Rollins,2015,LAD,80.0
Jordy Mercer,2015,PIT,65.0
Eric Sogard,2015,OAK,66.0
Kelly Johnson,2015,- - -,106.0
Evan Gattis,2015,HOU,103.0
Joey Butler,2015,TBR,108.0
Matt Wieters,2015,BAL,102.0
Mike Napoli,2015,- - -,99.0
Chris Carter,2015,HOU,105.0
Jorge Soler,2015,CHC,95.0
Joe Mauer,2015,MIN,93.0
Tyler Saladino,2015,CHW,64.0
David Murphy,2015,- - -,101.0
Jay Bruce,2015,CIN,93.0
Jimmy Paredes,2015,BAL,97.0
Michael Cuddyer,2015,NYM,97.0
J.T. Realmuto,2015,MIA,89.0
Elian Herrera,2015,MIL,83.0
Scooter Gennett,2015,MIL,78.0
Ryan Flaherty,2015,BAL,72.0
Steve Pearce,2015,BAL,93.0
Melky Cabrera,2015,CHW,94.0
Travis Snider,2015,- - -,82.0
Rusney Castillo,2015,BOS,73.0
Alexei Ramirez,2015,CHW,74.0
Chase Utley,2015,- - -,71.0
Jean Segura,2015,MIL,64.0
Michael Bourn,2015,- - -,65.0
Sam Fuld,2015,OAK,59.0
Logan Morrison,2015,SEA,90.0
Gio Urshela,2015,CLE,65.0
Yolmer Sanchez,2015,CHW,63.0
J.J. Hardy,2015,BAL,51.0
Mark Reynolds,2015,STL,98.0
Jayson Werth,2015,WSN,87.0
Aaron Hill,2015,ARI,70.0
Michael A. Taylor,2015,WSN,69.0
Ryan Howard,2015,PHI,93.0
Dustin Ackley,2015,- - -,94.0
Grady Sizemore,2015,- - -,91.0
Alex Rios,2015,KCR,72.0
Angel Pagan,2015,SFG,78.0
Justin Maxwell,2015,SFG,72.0
Darin Ruf,2015,PHI,95.0
Avisail Garcia,2015,CHW,86.0
David DeJesus,2015,- - -,75.0
Hernan Perez,2015,- - -,52.0
Jonny Gomes,2015,- - -,84.0
Brayan Pena,2015,CIN,83.0
Michael Morse,2015,- - -,84.0
Chris Johnson,2015,- - -,69.0
Will Middlebrooks,2015,SDP,64.0
Rene Rivera,2015,TBR,32.0
Wilson Ramos,2015,WSN,62.0
Alberto Callaspo,2015,- - -,69.0
Cody Asche,2015,PHI,86.0
James McCann,2015,DET,84.0
Brandon Barnes,2015,COL,64.0
Jeff Francoeur,2015,PHI,93.0
Billy Butler,2015,OAK,98.0
Skip Schumaker,2015,CIN,75.0
Nick Swisher,2015,- - -,77.0
Ichiro Suzuki,2015,MIA,56.0
Conor Gillaspie,2015,- - -,68.0
Mike Aviles,2015,CLE,63.0
Alexi Amarista,2015,SDP,48.0
Kurt Suzuki,2015,MIN,64.0
Yasmany Tomas,2015,ARI,87.0
James Loney,2015,TBR,87.0
Chris Owings,2015,ARI,51.0
Hanley Ramirez,2015,BOS,90.0
Pablo Sandoval,2015,BOS,76.0
Adam LaRoche,2015,CHW,77.0
Matt Joyce,2015,LAA,60.0
Omar Infante,2015,KCR,43.0
Danny Santana,2015,MIN,38.0
Casey McGehee,2015,- - -,52.0
Carlos Ruiz,2015,PHI,59.0
Victor Martinez,2015,DET,77.0
Mike Trout,2016,LAA,170.0
Kris Bryant,2016,CHC,148.0
Mookie Betts,2016,BOS,136.0
Jose Altuve,2016,HOU,152.0
Josh Donaldson,2016,TOR,157.0
Buster Posey,2016,SFG,114.0
Brian Dozier,2016,MIN,132.0
Freddie Freeman,2016,ATL,152.0
Robinson Cano,2016,SEA,139.0
Yasmani Grandal,2016,LAD,121.0
Adam Eaton,2016,CHW,117.0
Jean Segura,2016,ARI,126.0
Nolan Arenado,2016,COL,126.0
Kyle Seager,2016,SEA,134.0
Manny Machado,2016,BAL,131.0
Jackie Bradley Jr.,2016,BOS,118.0
Ian Kinsler,2016,DET,124.0
Miguel Cabrera,2016,DET,153.0
Christian Yelich,2016,MIA,134.0
Adrian Beltre,2016,TEX,127.0
Corey Seager,2016,LAD,136.0
Francisco Lindor,2016,CLE,109.0
Joey Votto,2016,CIN,158.0
DJ LeMahieu,2016,COL,130.0
Jose Ramirez,2016,CLE,119.0
Anthony Rizzo,2016,CHC,145.0
Daniel Murphy,2016,WSN,154.0
Nelson Cruz,2016,SEA,148.0
David Ortiz,2016,BOS,163.0
Charlie Blackmon,2016,COL,132.0
George Springer,2016,HOU,126.0
Yadier Molina,2016,STL,114.0
Paul Goldschmidt,2016,ARI,133.0
Jonathan Lucroy,2016,- - -,123.0
Justin Turner,2016,LAD,123.0
Dexter Fowler,2016,CHC,129.0
Evan Longoria,2016,TBR,123.0
Wilson Ramos,2016,WSN,123.0
Carlos Correa,2016,HOU,123.0
Brandon Crawford,2016,SFG,104.0
Trea Turner,2016,WSN,146.0
Matt Carpenter,2016,STL,136.0
Jason Kipnis,2016,CLE,114.0
Ender Inciarte,2016,ATL,97.0
Dustin Pedroia,2016,BOS,121.0
Kevin Kiermaier,2016,TBR,104.0
Billy Hamilton,2016,CIN,78.0
Brandon Belt,2016,SFG,136.0
Jake Lamb,2016,ARI,114.0
Starling Marte,2016,PIT,120.0
Xander Bogaerts,2016,BOS,114.0
Odubel Herrera,2016,PHI,110.0
Russell Martin,2016,TOR,101.0
Edwin Encarnacion,2016,TOR,136.0
Ben Zobrist,2016,CHC,124.0
Elvis Andrus,2016,TEX,109.0
Addison Russell,2016,CHC,95.0
Trevor Story,2016,COL,122.0
Jonathan Schoop,2016,BAL,99.0
Jonathan Villar,2016,MIL,120.0
Asdrubal Cabrera,2016,NYM,120.0
Ian Desmond,2016,TEX,103.0
Cesar Hernandez,2016,PHI,107.0
Ryan Braun,2016,MIL,134.0
Yoenis Cespedes,2016,NYM,136.0
Carlos Santana,2016,CLE,130.0
Joc Pederson,2016,LAD,128.0
Anthony Rendon,2016,WSN,110.0
Wil Myers,2016,SDP,114.0
Evan Gattis,2016,HOU,121.0
Martin Prado,2016,MIA,112.0
Aledmys Diaz,2016,STL,132.0
Kole Calhoun,2016,LAA,117.0
Todd Frazier,2016,CHW,105.0
Jung Ho Kang,2016,PIT,132.0
Curtis Granderson,2016,NYM,116.0
Rougned Odor,2016,TEX,103.0
Andrelton Simmons,2016,LAA,90.0
Jason Castro,2016,HOU,90.0
Hanley Ramirez,2016,BOS,127.0
Logan Forsythe,2016,TBR,113.0
Tim Anderson,2016,CHW,98.0
Francisco Cervelli,2016,PIT,98.0
Leonys Martin,2016,SEA,89.0
Stephen Piscotty,2016,STL,116.0
Devon Travis,2016,TOR,111.0
Marcus Semien,2016,OAK,98.0
Khris Davis,2016,OAK,122.0
Jedd Gyorko,2016,STL,112.0
Adam Jones,2016,BAL,98.0
Javier Baez,2016,CHC,94.0
Brett Gardner,2016,NYY,96.0
Jordy Mercer,2016,PIT,88.0
J.D. Martinez,2016,DET,143.0
Ryan Schimpf,2016,SDP,128.0
Willson Contreras,2016,CHC,126.0
Tyler Flowers,2016,ATL,110.0
Marcell Ozuna,2016,MIA,109.0
Didi Gregorius,2016,NYY,97.0
Starlin Castro,2016,NYY,93.0
Sean Rodriguez,2016,PIT,128.0
Ryon Healy,2016,OAK,132.0
Nick Castellanos,2016,DET,119.0
Neil Walker,2016,NYM,124.0
Michael Saunders,2016,TOR,119.0
J.T. Realmuto,2016,MIA,111.0
Troy Tulowitzki,2016,TOR,104.0
Eduardo Nunez,2016,- - -,101.0
Carlos Gonzalez,2016,COL,110.0
Chris Carter,2016,MIL,113.0
Jose Abreu,2016,CHW,121.0
Yangervis Solarte,2016,SDP,117.0
Derek Dietrich,2016,MIA,121.0
Adam Duvall,2016,CIN,104.0
Gregory Polanco,2016,PIT,106.0
Lorenzo Cain,2016,KCR,99.0
Paulo Orlando,2016,KCR,96.0
Jarrod Dyson,2016,KCR,95.0
Brian McCann,2016,NYY,102.0
Eugenio Suarez,2016,CIN,93.0
Tyler Naquin,2016,CLE,133.0
Carlos Beltran,2016,- - -,122.0
Jose Bautista,2016,TOR,123.0
Cameron Maybin,2016,DET,121.0
Max Kepler,2016,MIN,93.0
Chase Headley,2016,NYY,92.0
Mark Trumbo,2016,BAL,125.0
Sandy Leon,2016,BOS,124.0
Luis Valbuena,2016,HOU,124.0
Giancarlo Stanton,2016,MIA,118.0
Bryce Harper,2016,WSN,111.0
Byron Buxton,2016,MIN,86.0
Josh Harrison,2016,PIT,86.0
Matt Joyce,2016,PIT,136.0
Melky Cabrera,2016,CHW,116.0
Jacoby Ellsbury,2016,NYY,90.0
Joe Panik,2016,SFG,86.0
Kevin Pillar,2016,TOR,82.0
Brandon Guyer,2016,- - -,121.0
Danny Valencia,2016,OAK,117.0
Justin Upton,2016,DET,105.0
Randal Grichuk,2016,STL,102.0
David Freese,2016,PIT,108.0
Cameron Rupp,2016,PHI,98.0
Jose Iglesias,2016,DET,74.0
Chris Davis,2016,BAL,113.0
Joe Mauer,2016,MIN,102.0
Ichiro Suzuki,2016,MIA,102.0
Freddy Galvis,2016,PHI,74.0
Steve Pearce,2016,- - -,136.0
Hyun Soo Kim,2016,BAL,121.0
Josh Reddick,2016,- - -,104.0
Yunel Escobar,2016,LAA,107.0
Yasiel Puig,2016,LAD,101.0
Hernan Perez,2016,MIL,90.0
J.J. Hardy,2016,BAL,90.0
Jace Peterson,2016,ATL,95.0
Martin Maldonado,2016,MIL,78.0
Brad Miller,2016,TBR,111.0
Angel Pagan,2016,SFG,102.0
Welington Castillo,2016,ARI,91.0
Matt Wieters,2016,BAL,90.0
Darwin Barney,2016,TOR,88.0
Alex Gordon,2016,KCR,86.0
Miguel Montero,2016,CHC,83.0
Hunter Pence,2016,SFG,119.0
Jose Reyes,2016,NYM,109.0
Nori Aoki,2016,SEA,107.0
Tyler Saladino,2016,CHW,96.0
Alcides Escobar,2016,KCR,69.0
Jay Bruce,2016,- - -,111.0
Mike Napoli,2016,CLE,111.0
Brandon Moss,2016,STL,105.0
Jose Peraza,2016,CIN,102.0
Chase Utley,2016,LAD,96.0
Marwin Gonzalez,2016,HOU,89.0
Travis d'Arnaud,2016,NYM,75.0
Pedro Alvarez,2016,BAL,119.0
Justin Bour,2016,MIA,118.0
Lonnie Chisenhall,2016,CLE,100.0
Greg Garcia,2016,STL,111.0
Jayson Werth,2016,WSN,100.0
Cheslor Cuthbert,2016,KCR,95.0
Steven Souza Jr.,2016,TBR,94.0
Rajai Davis,2016,CLE,83.0
Howie Kendrick,2016,LAD,90.0
C.J. Cron,2016,LAA,114.0
Adrian Gonzalez,2016,LAD,111.0
Albert Pujols,2016,LAA,110.0
Michael Conforto,2016,NYM,97.0
Eddie Rosario,2016,MIN,86.0
Melvin Upton Jr.,2016,- - -,84.0
Danny Espinosa,2016,WSN,78.0
Kolten Wong,2016,STL,85.0
Matt Duffy,2016,- - -,82.0
Colby Rasmus,2016,HOU,77.0
Jake Marisnick,2016,HOU,60.0
Robbie Grossman,2016,MIN,127.0
Victor Martinez,2016,DET,120.0
Kendrys Morales,2016,KCR,111.0
Franklin Gutierrez,2016,SEA,115.0
Andrew McCutchen,2016,PIT,105.0
Maikel Franco,2016,PHI,92.0
Chris Owings,2016,ARI,86.0
Brett Lawrie,2016,CHW,95.0
Whit Merrifield,2016,KCR,91.0
Brock Holt,2016,BOS,87.0
Travis Jankowski,2016,SDP,81.0
Jefry Marte,2016,LAA,113.0
Matt Adams,2016,STL,106.0
Seth Smith,2016,SEA,111.0
Jorge Polanco,2016,MIN,101.0
Scooter Gennett,2016,MIL,92.0
Aaron Hill,2016,- - -,90.0
Dee Strange-Gordon,2016,MIA,75.0
Wilmer Flores,2016,NYM,114.0
Alex Dickerson,2016,SDP,111.0
John Jaso,2016,PIT,109.0
Logan Morrison,2016,TBR,100.0
Zack Cozart,2016,CIN,90.0
Ryan Rua,2016,TEX,90.0
Joey Rickard,2016,BAL,88.0
Chase d'Arnaud,2016,ATL,76.0
Adeiny Hechavarria,2016,MIA,59.0
Brandon Drury,2016,ARI,102.0
Scott Schebler,2016,CIN,100.0
Corey Dickerson,2016,TBR,101.0
Nomar Mazara,2016,TEX,91.0
Trayce Thompson,2016,LAD,100.0
Denard Span,2016,SFG,94.0
Johnny Giavotella,2016,LAA,79.0
Jurickson Profar,2016,TEX,75.0
Jason Heyward,2016,CHC,72.0
James McCann,2016,DET,67.0
Curt Casali,2016,TBR,67.0
Nick Ahmed,2016,ARI,42.0
Tommy Joseph,2016,PHI,112.0
Mark Reynolds,2016,COL,101.0
Matt Holliday,2016,STL,109.0
Daniel Descalso,2016,COL,90.0
Nick Markakis,2016,ATL,98.0
Jon Jay,2016,SDP,99.0
Salvador Perez,2016,KCR,89.0
Adonis Garcia,2016,ATL,89.0
Jhonny Peralta,2016,STL,91.0
Kirk Nieuwenhuis,2016,MIL,91.0
Tucker Barnhart,2016,CIN,82.0
Miguel Sano,2016,MIN,107.0
Jorge Soler,2016,CHC,106.0
Travis Shaw,2016,BOS,88.0
Trevor Plouffe,2016,MIN,91.0
Peter Bourjos,2016,PHI,78.0
Derek Norris,2016,SDP,54.0
Domingo Santana,2016,MIL,111.0
Stephen Vogt,2016,OAK,91.0
Kelly Johnson,2016,- - -,88.0
Michael Bourn,2016,- - -,79.0
Carlos Gomez,2016,- - -,83.0
Ezequiel Carrera,2016,TOR,86.0
Ketel Marte,2016,SEA,67.0
Eric Hosmer,2016,KCR,102.0
Eduardo Escobar,2016,MIN,63.0
Coco Crisp,2016,- - -,88.0
Jeff Francoeur,2016,- - -,78.0
James Loney,2016,NYM,91.0
Avisail Garcia,2016,CHW,88.0
Yonder Alonso,2016,OAK,87.0
Tyler White,2016,HOU,81.0
Jake Smolinski,2016,OAK,77.0
Gordon Beckham,2016,- - -,71.0
Bobby Wilson,2016,- - -,62.0
Nick Hundley,2016,COL,84.0
Dae-Ho Lee,2016,SEA,103.0
Adam Lind,2016,SEA,93.0
Kurt Suzuki,2016,MIN,86.0
Brandon Phillips,2016,CIN,92.0
Alejandro De Aza,2016,NYM,73.0
Mitch Moreland,2016,TEX,83.0
Ryan Raburn,2016,COL,75.0
Cristhian Adames,2016,COL,51.0
Carlos Perez,2016,LAA,52.0
Billy Butler,2016,- - -,104.0
Justin Smoak,2016,TOR,92.0
Erick Aybar,2016,- - -,65.0
Yasmany Tomas,2016,ARI,109.0
Brett Wallace,2016,SDP,73.0
Aaron Hicks,2016,NYY,64.0
Chris Coghlan,2016,- - -,65.0
Juan Uribe,2016,CLE,52.0
Matt Kemp,2016,- - -,108.0
Gregor Blanco,2016,SFG,68.0
Mark Teixeira,2016,NYY,76.0
Chris Iannetta,2016,SEA,78.0
Jarrod Saltalamacchia,2016,DET,70.0
Chris Johnson,2016,MIA,66.0
Ben Revere,2016,WSN,46.0
Yan Gomes,2016,CLE,30.0
Ryan Zimmerman,2016,WSN,66.0
Billy Burns,2016,- - -,51.0
Gerardo Parra,2016,COL,58.0
Jed Lowrie,2016,OAK,76.0
Ryan Howard,2016,PHI,83.0
Alexei Ramirez,2016,- - -,63.0
Ramon Flores,2016,MIL,49.0
Prince Fielder,2016,TEX,62.0
A.J. Pierzynski,2016,ATL,41.0
Dioner Navarro,2016,- - -,58.0
Aaron Judge,2017,NYY,174.0
Jose Altuve,2017,HOU,160.0
Jose Ramirez,2017,CLE,146.0
Kris Bryant,2017,CHC,147.0
Mike Trout,2017,LAA,180.0
Giancarlo Stanton,2017,MIA,158.0
Joey Votto,2017,CIN,163.0
Brian Dozier,2017,MIN,126.0
Anthony Rendon,2017,WSN,141.0
Nolan Arenado,2017,COL,130.0
Tommy Pham,2017,STL,149.0
Francisco Lindor,2017,CLE,116.0
Justin Turner,2017,LAD,151.0
Marcell Ozuna,2017,MIA,143.0
Charlie Blackmon,2017,COL,142.0
Paul Goldschmidt,2017,ARI,142.0
Corey Seager,2017,LAD,127.0
Josh Donaldson,2017,TOR,151.0
Carlos Correa,2017,HOU,152.0
Travis Shaw,2017,MIL,120.0
Buster Posey,2017,SFG,128.0
Lorenzo Cain,2017,KCR,115.0
Andrelton Simmons,2017,LAA,102.0
Alex Bregman,2017,HOU,123.0
Mookie Betts,2017,BOS,107.0
Freddie Freeman,2017,ATL,149.0
Chris Taylor,2017,LAD,126.0
Jonathan Schoop,2017,BAL,120.0
J.T. Realmuto,2017,MIA,107.0
Marwin Gonzalez,2017,HOU,144.0
Jose Abreu,2017,CHW,139.0
Justin Upton,2017,- - -,137.0
Anthony Rizzo,2017,CHC,134.0
George Springer,2017,HOU,140.0
Mike Zunino,2017,SEA,126.0
Byron Buxton,2017,MIN,92.0
J.D. Martinez,2017,- - -,167.0
Michael Conforto,2017,NYM,147.0
Avisail Garcia,2017,CHW,138.0
Tyler Flowers,2017,ATL,117.0
Zack Cozart,2017,CIN,139.0
Bryce Harper,2017,WSN,155.0
Gary Sanchez,2017,NYY,131.0
Elvis Andrus,2017,TEX,105.0
Cody Bellinger,2017,LAD,138.0
Christian Yelich,2017,MIA,117.0
Ender Inciarte,2017,ATL,97.0
Eugenio Suarez,2017,CIN,116.0
Jed Lowrie,2017,OAK,120.0
Yasmani Grandal,2017,LAD,102.0
Josh Reddick,2017,HOU,127.0
Brett Gardner,2017,NYY,110.0
Austin Barnes,2017,LAD,142.0
Eric Hosmer,2017,KCR,135.0
Steven Souza Jr.,2017,TBR,121.0
Daniel Murphy,2017,WSN,135.0
Andrew McCutchen,2017,PIT,122.0
Jedd Gyorko,2017,STL,113.0
Kyle Seager,2017,SEA,106.0
Ryan Zimmerman,2017,WSN,137.0
Nelson Cruz,2017,SEA,146.0
Justin Smoak,2017,TOR,133.0
Kevin Kiermaier,2017,TBR,113.0
Jean Segura,2017,SEA,111.0
DJ LeMahieu,2017,COL,94.0
Whit Merrifield,2017,KCR,105.0
Xander Bogaerts,2017,BOS,95.0
Martin Maldonado,2017,LAA,72.0
Domingo Santana,2017,MIL,127.0
Javier Baez,2017,CHC,98.0
Trea Turner,2017,WSN,104.0
Logan Morrison,2017,TBR,131.0
Khris Davis,2017,OAK,130.0
Todd Frazier,2017,- - -,109.0
Carlos Santana,2017,CLE,115.0
Michael A. Taylor,2017,WSN,104.0
Robinson Cano,2017,SEA,112.0
Christian Vazquez,2017,BOS,92.0
Joe Mauer,2017,MIN,117.0
Cesar Hernandez,2017,PHI,111.0
Starlin Castro,2017,NYY,111.0
Tim Beckham,2017,- - -,109.0
Josh Harrison,2017,PIT,104.0
Jake Lamb,2017,ARI,111.0
Matt Carpenter,2017,STL,124.0
Jay Bruce,2017,- - -,118.0
Adam Duvall,2017,CIN,96.0
Odubel Herrera,2017,PHI,100.0
Adrian Beltre,2017,TEX,133.0
Edwin Encarnacion,2017,CLE,130.0
Aaron Hicks,2017,NYY,128.0
Eddie Rosario,2017,MIN,117.0
Mike Moustakas,2017,KCR,113.0
Yasiel Puig,2017,LAD,117.0
Didi Gregorius,2017,NYY,109.0
Brian McCann,2017,HOU,103.0
